beach_id,beach_name,area,country,region,lat,lon,timezone,beach_text_summary,ability_level,ability_level_long_text,local_vibe,local_vibe_long_text,crowd_factor,crowd_factor_long_text,spot_rating,spot_rating_long_text,shoulder_burn,shoulder_burn_long_text,water_quality,water_quality_long_text,hazards,access,bring_your,seabed,best_season
1257,Praia Grande Sintra,Lisbon,Portugal,Spain + Portugal,38.8161,-9.479,Europe/Lisbon,"This is a large stretch of sandy beach and a big tourist destination for the Lisbon population. On summer days, the sand and car parks are packed, but off season is when the waves wake and this proves to be a consistent swell catcher. Low to mid tide is best, with peaks along the beach, high tide can be heavy with sections of shore dump. Line-ups will be busy when good, but there's room to spread out and Praia Pequena - an extension of the beach to the north - often holds quieter waves. Best in an easterly wind as it is exposed and still afternoons can often see localised onshores.",All Abilities,Good for all.,Doable,"OK, lots of hussle in the line-up but vibe is generally OK.",Moderate,A magnet for the Lisbon crew - can get busy weekends and peak times.,Fun,"Exposed beachbreak which hoovers up swell forming either long ripable walls or fast, heavy wedges. Lots of room to spread out.",Medium,"Powerful swells come out of deep water, lots of duck dives when swell picks up, plus shifting rips.",Clean,Generally good.,"Heavy shorebreak, crowds, rips.",There is plenty of parking at the beach but will be hectic weekends and summer.,"Shortboard, funboard, longboard, fish, bodyboard",Beach break,Best September to November and March to May.
1258,Cazon (Buchuaco),Venezuela - West,Venezuela,"Venezuela, Trindad + Tobago",11.9943,-69.8205,America/Caracas,,,,,,,,,,,,,,,,,,
1259,Panama City Beach,Florida Gulf Coast,Florida - West Coast,Gulf Coast,30.1712,-85.806,America/Chicago,,,,,,,,,,,,,,,,,,
1260,Hull Bay,British Virgin Islands,US Virgin Islands,Leeward Islands,18.3694,-64.9528,America/Tortola,,,,,,,,,,,,,,,,,,
1261,Umdloti ,Kwazulu Natal - North,Kwazulu Natal - North,South Africa,-29.676,31.1165,Africa/Johannesburg,,,,,,,,,,,,,,,,,,
1262,Copec ,Pichilemu,South Chile,Chile - South,-32.9995,-71.5498,America/Santiago,,,,,,,,,,,,,,,,,,
1263,La Sabana,Caracas,Venezuela,"Venezuela, Trindad + Tobago",10.6185,-66.3808,America/Caracas,,,,,,,,,,,,,,,,,,
1264,Jetty Park,Brevard County,Florida - East Coast,Florida,28.4072,-80.5891,America/New_York,"One of Cocoa Beach's few saving graces when victory-at-sea NE swells stir up the coast, Jetty Park really only breaks well a couple of times a year, but the name surfaces when better breaks blow out. When it's on, Jetty Park can transform eight-foot windblown chop into more-sculpted, four-foot lines.",Beginner - intermediate,Suitable for all ability levels.,Welcoming,Pretty mellow overall.,Moderate,Generally not that crowded.,Poor,Go here on out of control NE windswells/swells.,Light,Easy paddling. Good spot for beginners and newer surfers.,Fair,Can get murky with tons of large boat traffic in and out of Port Canaveral. This is a cruise ship port.,Watch for submerged rebar.,Easy although pay to park.,"Funboard, longboard, fish, bodyboard, skimming, bodysurfing","Sand, chunks of jetty, rebar","Fall-Spring, Hurricane"
1265,Sunabe II,Okinawa Prefecture,Okinawa,Japan,26.3265,127.745,Asia/Tokyo,"The Sunabe Seawall area is the epicenter of Okinawan surfing, with a variety of quality reefbreaks that work on typhoon swells. Good lefts and good rights, depending on the swell direction and local winds. The reef here resembles the area fronting Ala Moana Park in Hawaii, with good, distinct peaks separated by narrow channels, and a group of surfers at each peak.",Intermediate - advanced,"Intermediate to advanced, when bigger. Can have strong currents.",Welcoming,"Mix of several peaks on the reef, so the crowd is spread out.",Moderate,"Weekends and holiday periods when there is swell can get packed, weekdays aren't too bad.",Fun,Depends on local winds and swell.,Medium,Close to shore but some current to deal with.,Fair,Depends on rains.,Hitting the coral.,"Difficult parking - find a space, then walk to the seawall and jump off the rocks.",Shortboard,Coral reef.,"Typhoon season, July to November."
1266,Tidemills,Southern England - East,England,UK + Ireland,50.7635,0.1094,Europe/London,,,,,,,,,,,,,,,,,,
1267,Thirteenth Beach,Great Ocean Road,Great Ocean Road,Victoria,-38.2879,144.466,Australia/Melbourne,"Twenty minutes’ drive east of Torquay, this wide-open reef-modified beachbreak zone can be among the highest quality surf in the country on its day. 13th is a go-to for many of the region’s surfers thanks to its swell-magnet status — when Bells is waist-high, here can be twice that. Offshore reefs help fracture approaching swells so they arrive in the surf zone as peaks, rather than just the long walls of Southern Ocean legend. The swells still pack Southern Ocean power, though, and low tide can be a real board-breaker. Best in small to medium SW swells and light to moderate NE-NNW winds.

Have a photo for this break? Send it over!",Intermediate - advanced,Intermediate plus; tricky for a beginner,Welcoming,easily accepting of visitors,Moderate,Summer weekends and holidays are busy,Fun,"Can be super high quality on its day, with plenty of power and great shape.",Medium,can be work at over head-high,Fair,"Sewage treatment works affect this beach. Careful if you get too close to the poo pipe,","Concealed rocks, sudden swell surges.","Sealed road parallel to beach, several car parking areas, easy access","Shortboard, fish, funboard","Sand, intermittent reef","Works year round, best in summer"
1268,Salinas Grandes,Leon,Nicaragua,Central America South,12.2586,-86.8623,America/Managua,,,,,,,,,,,,,,,,,,
1269,Fitzroy Beach ,Taranaki,Taranaki,New Zealand,-39.045,174.097,Pacific/Auckland,,,,,,,,,,,,,,,,,,
1270,Essaouira,Central Morocco,Central Morocco,Morocco,31.4986,-9.7699,Africa/Casablanca,,,,,,,,,,,,,,,,,,
1294,Seminyak,West Bali,Bali,Bali + Lombok,-8.6833,115.15,Asia/Makassar,,,,,,,,,,,,,,,,,,
1271,Imbituba,Santa Catarina,South Brazil,Brazil - South,-28.2542,-48.6653,America/Sao_Paulo,"If you've seen photos of surfers charging big rights with a rocky headland in the back and thought to yourself, ""Damn, that looks like a pretty good wave for Brazil,"" well, most likely it was a shot of Praia da Vila. Most of the sand-bottom beaches in this region of Brazil tend to closeout when the surf gets bigger. Floripa's Joaquina is an exception, as is the pointbreak of Silveira. Praia da Vila is another of the premier big-wave spots in the region, and probably the most consistent big-wave spot in the country, handling double-overhead surf and holding shape, and bigger days are not unheard of.A long stretch of beach with two small islands offshore, the sandbars build up into peaks offering rights and lefts that can be hollow and pack a punch. The beach draws in swells and can hold big surf.There are three general surf areas: In summer there can be a long left off the north island, working from 3 to 6-plus feet. Between the two islands there can be rights and lefts on the hard sand-bottom bars, working from 2 to 8 feet. But when the big winter swells come from the south, the Sunset-like outside peak is the place to be.",All Abilities,All levels -- Depends on size of course.,Doable,Serious and competitive. Some chargers.,Moderate,"Crowded, but the bigger it gets, the more the crowd thins out.",Perfect,"Very consistent and one of the best and few big-wave spots in Brazil. Long and powerful wave when it is on, but usually not hollow.",Exhausting,Long paddle back when it is on.,Fair,"Fairly clean for the most part, but, it can get worse with the sewage discharge mixed with the city's rain drainage.","Hold-downs, lots of paddling, getting caught inside on a big set during a huge S-SE swell.",Easy to find.,"Shortboard, gun",Sand.,"Fall and winter are best, but breaks year-round."
1272,Sanur,East Bali,Bali,Bali + Lombok,-8.6722,115.266,Asia/Makassar,"Sanur is a mythical wave in Bali, as tall tales abound about it being the most perfect wave on Bali. Like its dry season cousin Padang Padang, Sanur requires a huge swell to be hitting the coast. If Nusa Dua is over ten-feet, then there's a chance that Sanur could be firing, however, a long drive often ends in disappointment when Sanur is only three-feet and slightly onshore. When the swell is hitting Sanur at six-feet or more, and the wind is offshore or glassy, and the tide is mid low-high, Sanur can be a world-class wave as good as anywhere - a long, bowling wave with multiple barrel sections breaking over ultra-sharp, living coral. It is important for surfers to be aware of the tides. As the tide gets lower at Sanur the end section goes from dangerous but makeable to an almost sure trip for stitches at the local medical clinic. And when it gets real low, it's better to call it a day.",Intermediate - advanced,Intermediate to advanced,Doable,Caution.,Heavy,"Heavy. When it's on, Sanur gets crowded with very good surfers.",Fun,Good.,Light,Minimal.,Clean,Clean,"At low tide, you're almost guaranteed to hit the reef.",Parking is available on road in front of the beach.,"Shortboard, fish","Ultra Sharp, Ultra Shallow, Reef",October-April
1273,Itacoatiara,Rio de Janeiro,South Brazil,Brazil - South,-22.9762,-43.034,America/Sao_Paulo,,,,,,,,,,,,,,,,,,
1274,Windmills,North-West Maui,Maui,Hawaii,21.0239,-156.628,Pacific/Honolulu,,,,,,,,,,,,,,,,,,
1275,El Tránsito,Leon,Nicaragua,Central America South,12.0485,-86.706,America/Managua,"The crescent-shaped cove provides a beautiful backdrop to a lineup that offers multiple peaks that tend to bounce off of a few rocks scattered just outside the takeoff zone. Although the best, biggest and most common swells are from the SW or SSW, Transito can also handle the occasional WNW swell during winter (as long as it's under 290 degrees). The best periods are anything from 16 seconds or under. Over 16 seconds and it tends to shut down, since the beach is fairly small. The extremely consistent El Transito break can be good all year round, just as long as it stays under a couple feet overhead. This spot is usually pretty fun in the offseason (November to March), as the swells are usually smaller during that time of year and more suitable for the break. There is a small point on the south end of the beach (similar to Machete Point at Playa Maderas) with a rock/sand bottom that works on mid-period SSW swells. The wave on the main beach (sand bottom) is typically mellow, with softer barrel sections and medium-length waves suitable for all levels of surfers. El Transito is best from waist-high to about one-foot overhead and on a mid-tide, however, it will break on most tides. The tide swings here are drastic, so the peaks will often change completely. The predominant offshore winds (250+ days/year) are best from the E-NE. These offshores rarely get too strong here as it's further north (so hardly ever any upwelling). There are other breaks within walking distance or a short boat ride. Hemmies (if you dare) is a 15-minute boat ride to the south. About a 30-minute boat trip to the north, there is the increasingly popular break of Puerto Sandino, which is one of the longer lefts in Nicaragua, offering about 300-yard rides on the best days. There are other gems within walking distance, like a barreling righthand wedge that rarely goes flat, and a little-known big wave slab that shows up on the larger, longer-period swells.",All Abilities,All levels -- Depends on size of course and which spot in the zone.,Welcoming,Mellow to none.,Mellow,Usually mellow with mainly visiting surfers.,Fun,Often just an average wave but it has its good days.,Light,Usually not bad as it breaks close in.,Clean,Usually always clean.,Sections of shallow reef.,Easy. Close to Managua and with one road straight in from the highway.,"Shortboard, funboard, fish, longboard, bodyboard",Mostly sand with areas of rock reef,"All summer. Prime season is April through September. Much of October typically sees onshore wind and heavy rain, while November is a sleeper month with late season pulses and good conditions."
1276,Playa Conchalio,Costa del Balsamo,El Salvador,Central America North,13.4851,-89.3498,America/El_Salvador,"Located just up the road from La Libertad, Playa Conchalio is a mile-long stretch of sand/rock-bottom peaks that are often speedy, thumping and full of barrels. Conchalio is tricky to score since it picks up most anything coming in from the South Pacific and can become torn to pieces between spring and autumn (rainy season), when the winds clock onshore without fail every day around noon. In fact, the best time to give it a look is during late autumn through winter (dry season), when offshore winds really open up the barrels and provide clean exits.Playa Conchalio is a rather local stretch of coastline with just a few small hotels and hostels to choose from. The lack of tourism infrastructure is a bonus for those seeking an infusion of culture in their surf trip, as well as fairly uncrowded surf. Nevertheless, surfing has become woven into the fabric of coastal Salvadorian life since traveling gringo surfers introduced the sport to nearby Sunzal and Punta Roca in the 1970s, so you'll be sharing the waves with plenty of talented locals. Playa Conchalio's wave quality is a far cry from El Salvador's other, world-class waves but it's always worth a check on flat days.",All Abilities,Beginner to advanced,Welcoming,"Humility and respect appreciated, especially when it's good.",Moderate,"Can get thick, depending on swell.",Fun,Beach break for smaller days.,Light,Not too bad.,Clean,Depends on rains.,Closeouts.,"Easy. Just off the highway, west of Libertad.",Shortboard,"Sand, rock",Southern Hemisphere fall into winter for the most consistent surf.
1322,Saunton Sands,Devon - North,England,UK + Ireland,51.1159,-4.2315,Europe/London,"This huge stretch of dune backed sand is known for its long, gentle, peeling waves that are perfect for longboarders, and as such has become something of a Mecca for loggers. Fairly consistent and works through the tides, it's also popular with beginners. The paddle back out can be a chore in anything other than small waves.",Beginner - intermediate,Good for all.,Welcoming,Friendly vibe in line-up.,Moderate,"Can get busy, but manageable.",Fun,"Fun is the key word here - popular spot for longboarders with a large, faithful crew who travel to enjoy the long, walling waves. Plenty of classic Bilbo's on show.",Medium,"OK when small, long paddle when bigger.",Clean,OK - can be sewage after heavy rains.,Rips.,Beachfront carpark at northern end of beach accessed off the Saunton Road.,"Fish, funboard, longboard, sup",Long sandy beach.,Year round spot.
1277,Arpoador,Rio de Janeiro,South Brazil,Brazil - South,-22.9896,-43.1927,America/Sao_Paulo,"A lefthand semi-point located on the headland that separates Copacabana Beach and Ipanema Beach, Arpoador is at the heart of Brazilian surfing. Today, it has stadium lights on the boardwalk that light it up at night, making surfing possible 24 hours a day. The wave is a semi-point of sand built up around the headland, and the wave mushes off the side of the rocks, then rolls toward the beach. On the best days it can be way-overhead with long, hollow walls and barrels. Long rides to the sand are followed by a run back up the beach to jump off the rocks. But when it's good, it can be very good. Give it a go at night, and you can have it to yourself. If the wind is wrong, have a look on the other side of the rocks at Diablo (Devil) Beach. It's one of the only beaches of the city that handles SW winds, and it has its good days now and again.",All Abilities,All levels -- Depends on size of course.,Doable,"From competitive to aggro, depending on the swell. Humility and respect will serve you well.",Heavy,"Always crowded, and sometimes at night too.",Fun,"Can be really good (regional classic) and consistent depending on sand bottom formation, especially from late May to late September. But can also be poor and inconsistent from December to March.",Light,Usually an easy paddle close to the rocks at the left corner.,Fair,Fairly clean for the most part. Worse after rain and with strong SSW swell.,Localism on classic days. Beginners on other days.,Easy.,Shortboard,Sand-bottom point.,"Better and more consistent from late autumn (May) to early spring (September), but can break during Spring time depending on the sand bottom formation."
